id,tendoituong,loaihinh,tenhieutruong,diachi,poiLong,poiLat,sdt,email,website,anh,geometry
526,Trường TH Đông Hiền,Trường TH,Trương Thị Thiên Lý,"Thôn Hiền Lương, Xã Phong Hiền, H. Phong Điền, T. Thừa Thiên Huế",107.4649055,16.56821105,01234088099,thpdien.dhien@hue.edu.vn,http://th-dhien.phongdien.thuathienhue.edu.vn/,,POINT (107.4649055 16.56821105)
527,Trường TH Phò Trạch,Trường TH,Lê Văn Huân,"Phong Bình, Phong Điền, Thừa Thiên Huế",107.3558971,16.69087079,02343553547,th-ptrach.phongdien@thuathienhue.edu.vn,http://th-ptrach.phongdien.thuathienhue.edu.vn/,,POINT (107.3558971 16.69087079)
528,Trường TH Phong Thu,Trường TH,Nguyễn Ly,"Đông Lái, Phong THu, Huyện Phong Điền, Thừa Thiên, Huế,",107.3506139,16.59346366,0962222796,lynguyen.pd@gmail.com,http://th-pthu.phongdien.thuathienhue.edu.vn/,,POINT (107.3506139 16.59346366)
529,Trường TH Phước Mỹ,Trường TH,Lê Thừa Tấn,": Thôn Cang Cư Nam, xã Phong Hoà, Huyện Phong Điền, Tỉnh Thừa Thiên Huế",107.3110994,16.63857576,02343553554,thpdien.pmy@hue.edu.vn,http://th-pmy.phongdien.thuathienhue.edu.vn/,,POINT (107.3110994 16.63857576)
530,Trường TH Tây Hiền,Trường TH,Nguyễn Cử,"Xã Phong Hiền - Huyện Phong Điền - Thừa Thiên __ Huế,",107.3988021,16.58534036,0905604339,nguyencu39@gmail.com,http://th-tbhien.phongdien.thuathienhue.edu.vn/,,POINT (107.3988021 16.58534036)
531,Trường Mầm non Bình Thành,Trường mầm non,Nguyễn Thị Hồng,"Xã Bình Thành, Thị xã Hương Trà, Tỉnh Thừa Thiên - Huế.",107.513077,16.34855692,01669344269,binhthanhmn@gmail.com,http://mn-bthanh.huongtra.thuathienhue.edu.vn/,,POINT (107.513077 16.34855692)
532,Trường Mầm non Hồng Tiến,Trường mầm non,Lưu Thị Hòa,"Thôn 3, Xã Hồng Tiến, Thị Xã Hương Trà, Thừa Thiên, Huế,",107.445,16.34899992,02343619782,mamnonhongtien@yahoo.com.vn,http://mn-htien.huongtra.thuathienhue.edu.vn/,,POINT (107.445 16.34899992)
533,Trường Mầm non Hương An,Trường mầm non,Lê Thị Chanh,"Bồn Phổ, Phường Hương An, Thị Xã Hương Trà, Thừa Thiên - Huế.",107.5271841,16.47253435,02343769040,mnhuongan1@gmail.com,"Bồn Phổ, Phường Hương An, Thị Xã Hương Trà, Thừa Thiên - Huế.",,POINT (107.5271841 16.47253435)
534,Trường Mầm non Hương Chữ,Trường mầm non,Trương Thị Hà,Hương Chữ - Phường Hương Chữ - Thị Xã Hương Trà - Thừa Thiên - Huế.,107.50332,16.48377992,02343569101,mnhuongchu@yahoo.com.vn,http://mn-hchu.huongtra.thuathienhue.edu.vn/,,POINT (107.50332 16.48377992)
535,Trường Mầm non Hương Phong,Trường mầm non,Lê Thị Thu Sương,"Hương Phong, Xã Hương Phong, Thị xã Hương Trà, Tỉnh Thừa Thiên - Huế.",107.572655,16.52972692,0938929186,suonghuongphong@gmail.com,http://mn-hphong.huongtra.thuathienhue.edu.vn/,,POINT (107.572655 16.52972692)
536,Trường Mầm non Hương Toàn,Trường mầm non,Lê Thị Kim Hoàng,"Giáp Tây, Xã Hương Toàn, Thị xã Hương Trà, Tỉnh Thừa Thiên - Huế.",107.5350834,16.51414416,02343550876,lethikimhoang1964@gmail.com,http://mn-htoan.huongtra.thuathienhue.edu.vn/,,POINT (107.5350834 16.51414416)
537,Trường Mầm non Hương Thọ,Trường mầm non,Nguyễn Thị Diễm Hương,La Khê Bãi - Xã Hương Thọ - Thị Xã Hương Trà - Thừa Thiên - Huế.,107.5728489,16.3922021,0984695536,diemhuong0781@gmail.com,http://mn-htho.huongtra.thuathienhue.edu.vn/,,POINT (107.5728489 16.3922021)
538,Trường Mầm non Hương Văn,Trường mầm non,Nguyễn Thị Dịu,"Ngô Tất Tố, Hương Văn, Hương Trà, Thừa Thiên Huế",107.482147,16.49491492,02343777097,mnhtra.hvan1@hue.edu.vn,http://mn-hvan.huongtra.thuathienhue.edu.vn/,,POINT (107.482147 16.49491492)
539,Trường Mầm non Hương Vân,Trường mầm non,Nguyễn Thị Thuần,"TDP 7, Phường Hương Vân, Thị Xã Hương Trà, Tỉnh Thừa Thiên Huế",107.441188,16.51035992,02343568827,mnhtra.hvan@hue.edu.vn,http://mn-huongvan.huongtra.thuathienhue.edu.vn/,,POINT (107.441188 16.51035992)
540,Trường Mầm non Hương Vinh,Trường mầm non,Lê Thị Diễm Trang,"Thôn Minh Thanh, Xã Hương Vinh, Thị xã Hương Trà, Tỉnh Thừa Thiên - Huế.",107.5707,16.49987992,0234356988,trangmn1967@yahoo.com.vn,http://mn-hvinh.huongtra.thuathienhue.edu.vn/,,POINT (107.5707 16.49987992)
541,Trường Mầm non Tứ Hạ,Trường mầm non,Đoàn Thị Hồng Minh,"Tổ Dân Phố 3, Phường Tứ Hạ, Thị Xã Hương Trà, Tỉnh Thừa Thiên Huế,",107.479893,16.52244792,02343567961,mntuha03@gmail.com,http://mn-tha.huongtra.thuathienhue.edu.vn/,,POINT (107.479893 16.52244792)
542,Trường Mầm non Bình Minh,Trường mầm non,Trần Thị Dung,"Đường Sóng Hồng, Phường Phú Bài, Thị xã Hương Thuỷ, Thừa Thiên, Huế",107.674196,16.41578692,01668466425,tranthidungmnbm@gmail.com,http://mn-bminh.huongthuy.thuathienhue.edu.vn/,,POINT (107.674196 16.41578692)
543,Trường Mầm non Dương Hòa,Trường mầm non,NGUYEN THI TINH,"Thanh Vân, Xã Dương Hòa, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.62437,16.32442492,02343855223,mgduonghoa@gmail.com,http://mn-dhoa.huongthuy.thuathienhue.edu.vn/,,POINT (107.62437 16.32442492)
544,Trường Mầm non Họa My,Trường mầm non,Ngô Thị Tuyết lan,"02 Lê Hồng Phong, Phú Nhuận, Thành phố Huế, Thừa Thiên Huế",107.707222,16.36916692,0979033791,mn.hoami.thuathienhue@edu.vn,mn.hoami.thuathienhue.edu.vn,,POINT (107.707222 16.36916692)
545,Trường Mầm non Hoa sữa,Trường mầm non,Lê Thị Băng Giang,"Cư chánh 1, Xã Thủy Bằng, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.571683,16.41994792,0988349399,giangltb@gmail.com,http://mn-hsua.huongthuy.thuathienhue.edu.vn/,,POINT (107.571683 16.41994792)
546,Trường Mầm non Hương Dương,Trường mầm non,Ngô Thị Ngọc Diệp,"Thôn 8A, Xã Thủy Phù, Thị xã Hương Thuỷ, Thừa Thiên Huế",107.701667,16.36916692,01675141522,ngongocdiep522@gmail.com,http://mn-hduong.huongthuy.thuathienhue.edu.vn/,,POINT (107.701667 16.36916692)
547,Trường Mầm non Nắng Hồng,Trường mầm non,Trần Thị Mai,"16 Châu Sơn, Phường Thủy Châu, Thị xã Hương Thuỷ, Thừa Thiên Huế.",107.655454,16.42348192,02343863282,mn-nhong.huongthuy@thuathienhue.edu.vn,http://mn-nhong.huongthuy.thuathienhue.edu.vn/,,POINT (107.655454 16.42348192)
548,Trường Mầm non Đại Thành,Trường mầm non,Nguyễn Thị Hương,"Xã Lộc An, Xã Lộc An, Huyện Phú Lộc, Thừa Thiên, Huế",107.7770827,16.33410285,01235606350,huongmndthanh@gmail.com,http://mn-dthanh.phuloc.thuathienhue.edu.vn/,,POINT (107.7770827 16.33410285)
549,Trường Mầm non Vinh Thái,Trường mầm non,Nguyễn Thị Đoan Trinh,": Vinh Thái, Xã Vinh Thái, Huyện Phú Vang, Thừa Thiên Huế.",107.7664241,16.40344467,02343890791,mnvinhthai@yahoo.com.vn,http://mn-vthai.phuvang.thuathienhue.edu.vn/,,POINT (107.7664241 16.40344467)
550,Trường Mầm non Diệu Nghiêm,Trường mầm non,Nguyễn Thị Nga,"Thôn Thượng 1, Thủy Xuân, Thành phố Huế, Thừa Thiên Huế",107.5737046,16.43985873,02343887736,mn.dnghiem.thuathienhue@edu.vn,mn.dnghiem.thuathienhue.edu.vn,,POINT (107.5737046 16.43985873)
551,Trường Mầm non An Cựu,Trường mầm non,Nguyễn Thị Tài,"59 Ngự Bình, Phường An Cựu, Thành phố Huế, Tỉnh Thừa Thiên - Huế.",107.5981561,16.45059083,02343833165,mamnonancuu@gmail.com,http://mn-acuu.tphue.thuathienhue.edu.vn/,,POINT (107.5981561 16.45059083)
552,Trường Mầm non An Đông,Trường mầm non,Ngô Thị Hà,"14 Trần Thanh Mại, An Đông, Thành phố Huế, Thừa Thiên Huế",107.6075177,16.45122725,02346559242,hangothi91@yahoo.com.vn,http://mn-adong.tphue.thuathienhue.edu.vn/,,POINT (107.6075177 16.45122725)
553,Trường Mầm Non Nguyễn Viết Phong,Trường mầm non,Nguyễn Thị Hà,"72 Tôn Thất Sơn, Phường Thủy Phương, Thị xã Hương Thuỷ, Thừa Thiên Huế.",107.63915,16.42184592,0946926207,mn-nvphong.huongthuy@thuathienhue.edu.vn,http://mn-nvphong.huongthuy.thuathienhue.edu.vn/,,POINT (107.63915 16.42184592)
554,Trường Mầm non Phú Sơn,Trường mầm non,Nguyễn Thị Bòng,"Thôn 2, xã Phú Sơn, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.685073,16.30385692,02343855189,mamnonphuson@gmail.com,http://mn-pson.huongthuy.thuathienhue.edu.vn/,,POINT (107.685073 16.30385692)
555,Trường Mầm Non Sơn Ca,Trường mầm non,Nguyễn Thị Cẩm Tú,"54 Dạ Lê, Phường Thủy Phương, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.633833,16.42833292,02343864577,nguyenthicamtu6@gmail.com,http://mn-sca.huongthuy.thuathienhue.edu.vn/,,POINT (107.633833 16.42833292)
556,Trường Mầm non Thủy Dương,Trường mầm non,Phùng Thị Ánh Hồng,"09 Châu Thượng Văn, Thủy Dương, Hương Thủy, Thừa Thiên Huế",107.619906,16.44293992,02343864057,anhhong0405@gmail.com,http://mn-tduong.huongthuy.thuathienhue.edu.vn/,,POINT (107.619906 16.44293992)
557,Trường Mầm non Thủy Lương,Trường mầm non,Trần Thị Hạnh,"Tổ 4, Phường Thủy Lương, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.694511,16.42251492,01246834415,hanhtranthi1966@gmail.com,http://mn-tluong.huongthuy.thuathienhue.edu.vn/,,POINT (107.694511 16.42251492)
558,Trường Mầm non Thủy Tân,Trường mầm non,Phạm Thị Cẩm,"Tân Tô, Xã Thủy Tân, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.723422,16.39870825,02343852785,truongmamnonthuytan@gmail.com,http://mn-ttan.huongthuy.thuathienhue.edu.vn/,,POINT (107.723422 16.39870825)
559,Trường Mầm Non Thủy Thanh 1,Trường mầm non,Đặng Thị Xê,"Vân Thê Làng, Xã Thủy Thanh, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.62851,16.47182692,01287752947,dangthixe2410@gmail.com,http://mn-tthanh1.huongthuy.thuathienhue.edu.vn/,,POINT (107.62851 16.47182692)
560,Trường Mầm Non Thủy Thanh 2,Trường mầm non,Phạm Trần Lệ Mỹ,"Thôn Thanh Tuyền, Thủy Phương, Hương Thủy, Thừa Thiên Huế",107.623764,16.46049192,0934735901,mnthuythanh2@gmail.com,http://mn-tthanh2.huongthuy.thuathienhue.edu.vn/,,POINT (107.623764 16.46049192)
561,Trường Mầm non Thủy Vân,Trường mầm non,Nguyễn Thị Xuân Phú,"Xuân Hòa, Xã Thủy Vân, Thị xã Hương Thuỷ, Tỉnh Thừa Thiên - Huế.",107.623336,16.49094592,0973264043,xuanphu1107@gmail.com,http://mn-tvan.huongthuy.thuathienhue.edu.vn/,,POINT (107.623336 16.49094592)
562,Trương Mầm Non Vành Khuyên,Trường mầm non,Lê Thị Băng Giang,"Bằng Lãng, Xã Thủy Bằng, Thị xã Hương Thủy, Thừa Thiên - Huế, ...",107.61526,16.35377992,0988349399,giangltb@gmail.com,http://mn-vkhuyen.huongthuy.thuathienhue.edu.vn/,,POINT (107.61526 16.35377992)
563,Trường Mầm non Bình Minh,Trường mầm non,Nguyễn Thị Phương,": Khuông phò Nam,Thị trấn Sịa, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.511461,16.57405192,02343755620,mnqdien.bminh@hue.edu.vn,mn.bminh.qdien.hue.edu.vn,,POINT (107.511461 16.57405192)
564,Trường Mầm non Đông Phú,Trường mầm non,Nguyễn Thị Nhung,"Thôn Đông Phú, xã Quảng An, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.542748,16.54665692,02343756322,mnqdien.dphu@hue.edu.vn,http://mn-dphu.quangdien.thuathienhue.edu.vn/,,POINT (107.542748 16.54665692)
565,Trường Mầm non Hoạ Mi 1,Trường mầm non,Trương Thị Lệ Thu,"Cổ Tháp, Xã Quảng Vinh, Huyện Quảng Điền, Thừa Thiên Huế",107.495711,16.55927592,0234-3565026,thuttl72@gmail.com,http://mn-hmi1.quangdien.thuathienhue.edu.vn/,,POINT (107.495711 16.55927592)
566,Trường Mầm non Sơn Ca 2,Trường mầm non,Võ Thị Kim Uyên,"Thạch Bình, Thị Trấn Sịa, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.502609,16.55639192,02343564852,mnqdien.sca2@hue.edu.vn,http://mn-sca1.quangdien.thuathienhue.edu.vn/,,POINT (107.502609 16.55639192)
567,Trường Mầm non Sao Mai 1,Trường mầm non,Đặng Thị Kiều,"Thôn Phú Lễ, Xã Quảng Phú, Huyện Quảng Điền, Thừa Thiên Huế.",107.496329,16.56469792,02343754352,mnqdien.smai1@hue.edu.vn,http://mn-smai1.quangdien.thuathienhue.edu.vn/,,POINT (107.496329 16.56469792)
568,Trường Mầm non Hoạ Mi 2,Trường mầm non,Văn Thị Tâm,"Cổ Tháp, Xã Quảng Vinh, Huyện Quảng Điền, Thừa Thiên Huế.",107.479159,16.55462992,01676752091,mnqdien.hmi2@hue.edu.vn,http://mn-hoami2.quangdien.thuathienhue.edu.vn/,,POINT (107.479159 16.55462992)
569,Trường Mầm non Sao Mai 2,Trường mầm non,Đỗ Thị Cẩm Nhung,"Xuân Tùy, Xã Quảng Phú, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.484104,16.56346892,02343754088,mnqdien.smai2@hue.edu.vn,http://mn-smai2.quangdien.thuathienhue.edu.vn/,,POINT (107.484104 16.56346892)
570,Trường Mầm non Kim Thành,Trường mầm non,Nguyễn Thị Lài,"Thôn Thành Trung xã Quảng Thành, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.566297,16.53917292,02342219197,mnqdien.kthanh@hue.edu.vn,http://mn-kthanh.quangdien.thuathienhue.edu.vn/,,POINT (107.566297 16.53917292)
571,Trường Mầm non Phú Thanh,Trường mầm non,Phan Thị Lệ Huyền,"Thôn Tây Thành xã Quảng Thành, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.557622,16.54028592,01687108317,huyenphuthanh@gmail.com,http://mn-pthanh.quangdien.thuathienhue.edu.vn/,,POINT (107.557622 16.54028592)
572,Trường Mầm non Quảng Công,Trường mầm non,Võ Thị Oanh,"Thôn 4 xã Quảng Công, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.545358,16.61203792,02343566237,mn-qcong.quangdie@thuathienhue.edu.vn,http://mn-qcong.quangdien.thuathienhue.edu.vn/,,POINT (107.545358 16.61203792)
573,Trường Mầm non Quảng Lợi,Trường mầm non,Văn Thị Hòa,"Thôn Thuỷ Lập Quảng Lợi, Huyện Quảng Điền, Thừa Thiên, Huế",107.496523,16.59510092,2.343.766.702,mnqdien.qloi@hue.edu.vn,http://mn-qloi.quangdien.thuathienhue.edu.vn/,,POINT (107.496523 16.59510092)
574,Trường Mầm non Quảng Ngạn,Trường mầm non,Lê Thị Tuyền,"Thôn 3, xã Quảng Ngạn, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.517115,16.62642892,02343766555,mnqdien.qngan@hue.edu.vn,http://mn-qngan.quangdien.thuathienhue.edu.vn/,,POINT (107.517115 16.62642892)
575,Trường Mầm non Quảng Phước,Trường mầm non,Nguyễn Thị Ngữa,"Thôn Thủ Lễ 3 xã Quảng Phước, , Huyện Quảng Điền, Thừa Thiên Huế.",107.521011,16.57107892,02343755218,mn-qphuoc.quangdien@thuathienhue.edu.vn,http://mn-qphuoc.quangdien.thuathienhue.edu.vn/,,POINT (107.521011 16.57107892)
576,Trường Mầm non Quảng Thái,Trường mầm non,Phan Thị Túy,"Thôn Lai hà,xã Quảng Thái, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.428046,16.63344992,02343565519,mnqdien.qthai@hue.edu.vn,http://mn-qthai.quangdien.thuathienhue.edu.vn/,,POINT (107.428046 16.63344992)
577,Trường Mầm non Quảng Thọ,Trường mầm non,Nguyễn Thị Thanh Thủy,"Niêm Phò,Quảng Thọ, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.52659,16.54155392,02343754307,mnqdien.qtho@hue.edu.vn,http://mn-qtho.quangdien.thuathienhue.edu.vn/,,POINT (107.52659 16.54155392)
578,Trường Mầm non Sơn Ca 1,Trường mầm non,Lê Thị Hồng,"Thạch Bình, Thị Trấn Sịa, Huyện Quảng Điền, Tỉnh Thừa Thiên - Huế.",107.51898,16.58308892,0975844183,mn-sca1.quangdien@thuathienhue.edu.vn,http://mn-sca1.quangdien.thuathienhue.edu.vn/,,POINT (107.51898 16.58308892)
579,Trường Mầm non Xuân Dương,Trường mầm non,ĐẶNG THỊ NHUNG,"Quảng An, Quảng Điền, Thừa Thiên Huế",107.552953,16.56483992,02343756323,mnqdien.xduong@hue.edu.vn,http://mn-xduong.quangdien.thuathienhue.edu.vn/,,POINT (107.552953 16.56483992)
580,Trường Mầm non Hoa Hồng,Trường mầm non,Lê Thị Ninh,"Đoàn Hữu Trưng, Phước Vĩnh, Thành phố Huế, Huế",107.5983758,16.4923521,0946570363,mnhoahong2011@yahoo.com.vn,http://mn-hhong.tphue.thuathienhue.edu.vn/,,POINT (107.5983758 16.4923521)
581,Trường Mầm non Phú An,Trường mầm non,Huỳnh Thị Bích Thuận,": Xóm 8, Thôn An Truyền, Xã Phú An, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.6332068,16.50647422,02343850004,mnpvang.pan@hue.edu.vn,http://mn-pan.phuvang.thuathienhue.edu.vn/,,POINT (107.6332068 16.50647422)
582,Trường Mầm non Phú Hải,Trường mầm non,Lê Bích Truyền,Cự Lại - Xã Phú Hải - Huyện Phú Vang - Thừa Thiên - Huế.,107.70223,16.52517492,0905809576,mnphuhai@yahoo.com.vn,http://mn-phai.phuvang.thuathienhue.edu.vn/,,POINT (107.70223 16.52517492)
583,Trường Mầm non Phú Hồ,Trường mầm non,Bùi Thị Ánh Tuyết,"Xã Phú Hồ, Xã Phú Hồ, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.65491,16.45587892,0903840394,buianhtuyetmnph@gmail.com,http://mn-pho.phuvang.thuathienhue.edu.vn/,,POINT (107.65491 16.45587892)
584,Trường Mầm non Phú Mậu số 1,Trường mầm non,Dương Thị Đoan Trinh,"Phú Mậu, Phú Vang, Xã Phú Mậu, Huyện Phú Vang, Thừa Thiên, Huế",107.578,16.49799992,02343856257,/mn-pmau.phuvang@thuathienhue.edu.vn,http://mn-pmau.phuvang.thuathienhue.edu.vn/,,POINT (107.578 16.49799992)
585,Trường Mầm non Phú Mậu số 2,Trường mầm non,Hồ Thị Xuân,"Thôn Triêm ân, Xã Phú Mậu, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.59435,16.51739592,02343984735,mnpvang.pmau2@hue.edu.vn,http://mn-pmau2.phuvang.thuathienhue.edu.vn/,,POINT (107.59435 16.51739592)
586,Trường mầm non Số 2 Phú Mỹ,Trường mầm non,Đào Thị Bé,"Phú Mỹ, Xã Phú Mỹ, Huyện Phú Vang, Thừa Thiên Huế.",107.63997,16.48756892,0906585820,mn-pmy2.phuvan@.thuathienhue.edu.vn,http://mn-pmy2.phuvang.thuathienhue.edu.vn/,,POINT (107.63997 16.48756892)
587,Trường Mầm non Phú Tân,Trường mầm non,Trần Thị Thanh Thúy,"162 Kinh Dương Vương, Thuận An, Phú Vang, Thừa Thiên Huế",107.63417,16.54025909,914.731.767,thuananmnpt@yahoo.com,http://mn-ptan.phuvang.thuathienhue.edu.vn/,,POINT (107.63417 16.54025909)
588,Trường Mầm non Phú Thanh,Trường mầm non,Phan Thị Mỹ Hằng,"Thôn Quy Lai, Xã Phú Thanh, Huyện Phú Vang, Thừa Thiên Huế.",107.597383,16.54757892,1.657.571.822,mnphuthanh2014@gmail.com,http://mn-pthanh.phuvang.thuathienhue.edu.vn/,,POINT (107.597383 16.54757892)
589,Trường Mầm non Phú Thượng,Trường mầm non,nguyễn thị ánh tuyết,"Xã Phú Thượng, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.5945559,16.4930522,02343969657,mnphuthuong.pv@gmail.com,http://mn-pthuong.phuvang.thuathienhue.edu.vn/,,POINT (107.5945559 16.4930522)
590,Trường Mầm non Phú Xuân,Trường mầm non,Trần Thị Phượng,"Quảng Xuyên, Xã Phú Xuân, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.669621,16.48843092,03868220,truongmamnonphuxuan@gmail.com,http://mn-pxuan.phuvang.thuathienhue.edu.vn/,,POINT (107.669621 16.48843092)
591,Trường Mầm non Số 1 Phú Đa,Trường mầm non,Nguyễn Thị Bê,"Phú Đa, Thị trấn Phú Đa, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế",107.7143805,16.4375887,03986643,nguyenthibe2012@gmail.com,http://mn-pda1.phuvang.thuathienhue.edu.vn/,,POINT (107.7143805 16.4375887)
592,Trường Mầm non Số 2 Phú Đa,Trường mầm non,Văn Thị Hòa,"Thôn Thanh Lam, Thị trấn Phú Đa, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.7143805,16.4375887,01663435636,mnpvang.pda2@hue.edu.vn,/mn-pda2.phuvang.thuathienhue.edu.vn,,POINT (107.7143805 16.4375887)
593,Trường Mầm non Phú Thuận,Trường mầm non,Lê Thị Tịnh Như,"95 Tăng Bạt Hổ, Phú Bình, Thành phố Huế, Thừa Thiên Huế",107.684722,16.53666692,0986608347,mnpvang.pthuan@hue.edu.vn,http://mn-pthuan.tphue.thuathienhue.edu.vn/,,POINT (107.684722 16.53666692)
594,Trường Mầm non Thuận An,Trường mầm non,Trần Thị Lan,"An Hải, Thị trấn Thuận An, Huyện Phú Vang, Thừa Thiên, Huế",107.652106,16.55365292,02343856402,mnpvang.tan@hue.edu.vn,http://mn-tan.phuvang.thuathienhue.edu.vn/,,POINT (107.652106 16.55365292)
595,Trường Mầm non Vinh An,Trường mầm non,Hoang Thi Hong Van,"Xã Vinh An, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.49503,16.24571992,0985159227,hhvan13@yahoo.com.vn,http://mn-van.phuvang.thuathienhue.edu.vn/,,POINT (107.49503 16.24571992)
596,Trường Mầm non Vinh Hà,Trường mầm non,Nguyễn Thị Hương,"Thôn 5, Xã Vinh Hà, Huyện Phú Vang, Thừa Thiên Huế",107.8126,16.37189992,0967788873,huongvinhthai2014@gmail.com,http://mn-vha.phuvang.thuathienhue.edu.vn/,,POINT (107.8126 16.37189992)
597,Trường Mầm non Vinh Phú,Trường mầm non,tổng thị ngọc chung,"Vinh Phú, Xã Vinh Phú, Huyện Phú Vang, Thừa Thiên, Huế,",107.769349,16.42171703,0546565819,mn-vphu.phuvang.thuathienhue.edu.vn,http://mn-vphu.phuvang.thuathienhue.edu.vn/,,POINT (107.769349 16.42171703)
598,Trường Mầm non Vinh Thanh,Trường mầm non,Trần Thị Chiến,"Xã Vinh Thanh, Xã Phú Thanh, Huyện Phú Vang, Thừa Thiên Huế",107.791111,16.43166692,0977963124,chien2068@gmail.com,http://mn-vthanh.phuvang.thuathienhue.edu.vn/,,POINT (107.791111 16.43166692)
599,Trường Mầm non Phú Lương,Trường mầm non,Mầm non Phú Lương,"Xã Phú Lương, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.673249,16.44410992,0911350525,mnpvang.pluong@hue.edu.vn,http://mn-pluong.phuvang.thuathienhue.edu.vn/,,POINT (107.673249 16.44410992)
600,Trường Mầm non Phú Diên,Trường mầm non,Lê Thị Hồng,"Thôn Thanh Dương, Xã Phú Diên, Huyện Phú Vang, Tỉnh Thừa Thiên - Huế.",107.7412564,16.49662776,0977625105,truongmnphudien@yahoo.com.vn,http://mn-pdien.phuvang.thuathienhue.edu.vn/,,POINT (107.7412564 16.49662776)
601,Trường Mầm non Số 1 Phú Mỹ,Trường mầm non,Nguyễn Thị Ngọc,"Phú Mỹ, Xã Phú Mỹ, Huyện Phú Vang, Thừa Thiên Huế.",107.6185696,16.49068303,0913193505,mnpmy1@gmail.com,http://mn-pmy1.phuvang.thuathienhue.edu.vn/,,POINT (107.6185696 16.49068303)
602,Trường Mầm non Bắc Hà,Trường mầm non,Hoàng Thị Xanh- Phó hiệu trưởng phụ trách,"TDP 6, thị trấn Phú Lộc, thuộc Huyện Phú Lộc, Tỉnh Thừa Thiên Huế.",107.881642,16.26671992,02343892280,xanhhoang64@gmail.com,http://mn-bha.phuloc.thuathienhue.edu.vn/,,POINT (107.881642 16.26671992)
603,Trường Mầm non Hoa Anh Đào,Trường mầm non,Võ Thị Minh Châu,"Khu vực 3, Thị trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên - Huế.",107.8641182,16.27360382,0916685248,chauhoaanhdao@gmail.com,http://mn-hadao.phuloc.thuathienhue.edu.vn/,,POINT (107.8641182 16.27360382)
604,Trường Mầm non Hoa Hồng,Trường mầm non,: Bạch Thị Điểm,"1 Đoàn Hữu Trưng, Phước Vĩnh, Thành phố Huế, Huế",107.772696,16.31425292,0973755937,bachthidiem@gmail.com,http://mn-hhong.tphue.thuathienhue.edu.vn/,,POINT (107.772696 16.31425292)
605,Trường Mầm non Hoa Mai,Trường mầm non,Hoàng Thị Hồng Xuân,"Xã Lộc Điền, Xã Lộc Điền, Huyện Phú Lộc, Tỉnh Thừa Thiên - Huế.",107.8095125,16.29532384,01673584301,truongmnhmai@gmail.com,http://mn-hoamai.phuloc.thuathienhue.edu.vn/,,POINT (107.8095125 16.29532384)
606,Trường Mầm non Hưng Hòa,Trường mầm non,Trần Thị Khuyên,"Thôn Bến Ván, Xã Lộc Bổn, Huyện Phú Lộc, Tỉnh Thừa Thiên - Huế.",107.6905546,16.28948693,0977103427,mnpl.hhoa@hue.edu.vn,http://mn-hhoa.phuloc.thuathienhue.edu.vn/,,POINT (107.6905546 16.28948693)
607,Trường Mầm non Hưng Lộc,Trường mầm non,Nguyễn Thị Mỹ Duyên,Thôn Bình An - Xã Lộc Bổn - Huyện Phú Lộc - Thừa Thiên - Huế.,107.7307588,16.36480582,0918987499,mnpl.hloc@hue.edu.vn,http://mn-hloc.phuloc.thuathienhue.edu.vn/,,POINT (107.7307588 16.36480582)
608,Trường Mầm non Hưng Thuận,Trường mầm non,Võ Thị Thuận An,"Thôn Lộc Bổn, Xã Lộc Bổn, Huyện Phú Lộc, Tỉnh Thừa Thiên - Huế,",107.730097,16.35525392,01645383661,mnpl.hthuan@hue.edu.vn,http://mn-hthuan.phuloc.thuathienhue.edu.vn/,,POINT (107.730097 16.35525392)
